alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,false,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,true
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,false,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,true
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,true,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,true
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,false,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,true
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,true,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,true
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,true
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,false,false
user7,pass1234,user7@domain.com,true,true
john123,pass123,john@example.com,true,false
null,pass123,john@example.com,false,false
alice,short,alice@mail.com,false,false
bob123,password,bobmail.com,false,false
carol,password,carol@domain.com,true,false
user2,123,user2@example.com,false,false
user3,pass5678,user3@example,false,false
user4,passabcd,user4@example.com,true,false
user5,null,user5@example.com,false,false
null,user6@example.com,pass1234,false,false
user7,pass1234,user7@domain.com,true,false
john123,Pass123!,john@example.com,true,true
john123,Pass456!,john2@example.com,false,true
john123,Abcd123!,john@example.com,true,true
john123,Defg123!,john2@example.com,false,true
null,Abcd123!,john@example.com,false,false
alice,Short1!,alice@mail.com,false,false
bob123,Password1,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
john123,Abcd123!,john@example.com,true,true
alice,Short1!,alice@mail.com,false,false
bob123,Password1!,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678!,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234!,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
john123,Abcd123!,john@example.com,true,true
null,Abcd123!,missing@example.com,false,false
bob123,Password1!,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678!,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234!,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
user8,NOLOWER1!,user8@example.com,false,false
user9,noupper1!,user9@example.com,false,false
user10,NoSpecial1,user10@example.com,false,false
user11,Valid123!,user11@example.com,true,true
user12,Valid123!,user12@company.com,true,true
user13,Valid123!,null,false,false
null,Valid123!,null,false,false
john123,Abcd123!,john@example.com,true,true
null,Abcd123!,missing@example.com,false,false
bob123,Password1!,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678!,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234!,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
user8,NOLOWER1!,user8@example.com,false,false
user9,noupper1!,user9@example.com,false,false
user10,NoSpecial1,user10@example.com,false,false
user11,Valid123!,user11@example.com,true,true
user12,Valid123!,user12@company.com,true,true
user13,Valid123!,null,false,false
null,Valid123!,null,false,false
john123,Abcd123!,john@example.com,true,true
null,Abcd123!,missing@example.com,false,false
bob123,Password1!,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678!,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234!,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
user8,NOLOWER1!,user8@example.com,false,false
user9,noupper1!,user9@example.com,false,false
user10,NoSpecial1,user10@example.com,false,false
user11,Valid123!,user11@example.com,true,true
user12,Valid123!,user12@company.com,true,true
user13,Valid123!,null,false,false
null,Valid123!,null,false,false
john123,Abcd123!,john@example.com,true,true
null,Abcd123!,missing@example.com,false,false
bob123,Password1!,bobmail.com,false,false
carol,Abcd123!,carol@domain.com,true,true
user2,123,user2@example.com,false,false
user3,Pass5678!,user3@example,false,false
user4,passabcd,user4@example.com,false,false
user5,null,user5@example.com,false,false
user6,Pass1234!,user6example.com,false,false
user7,Abcd123!,user7@domain.com,true,true
user8,NOLOWER1!,user8@example.com,false,false
user9,noupper1!,user9@example.com,false,false
user10,NoSpecial1,user10@example.com,false,false
user11,Valid123!,user11@example.com,true,true
user12,Valid123!,user12@company.com,true,true
user13,Valid123!,null,false,false
null,Valid123!,null,false,false
